id,question,answers,pred,EM,F1,generation_time
67933dc11fce5ce5b80acc04541f0442117aca5eccc06b6f,Why do the bosses of Wilma's gang believe that Anthony Rogers will be useful to them in the current conflict?,['Because he fought in the first world war.'],Because Anthony Rogers is an inventor and they hope he can create a weapon to help them win the conflict. (Span: They hope he can create a weapon),0.0,0.12903225806451613,2.671
b097807317fd6df3e69b46d4332b558f2d6c7f1f893770a6,Which descriptions of the future world does Soames provide upon his return?,['ones that are vague'],"Soames provides a description of a future world filled with technology and modern conveniences (Span: ""A Memory of the Eighteen-nineties"").",0.0,0.0,2.567
24c995f1a10e348519cdc6cd24685ab64bcf6454554de945,How long after Madame de Merret dies before people are allowed inter manor?,['50 years'],The context does not provide information on when people are allowed into the manor after Madame de Merret's death.,0.0,0.0,2.518
8134d2aaf4e735e59f38656a3c804171a8d1084faef2da93,Who doe the Vervelle couple believe Grassou is the perfect match for?,"['Their daughter, Virgine. ']","The Vervelle couple believes Pierre Grassou is the perfect match for their daughter, Eugenie. (Context: Pierre Grassou)",0.0,0.2222222222222222,2.53
321a85aa34669657c041d72547da9f30764447d789bf0e2d,Who does Vervelle want his daughter to marry?,['Grassou'],Vervelle wants his daughter to marry Pierre Grassou. [Context: Pierre Grassou],0.0,0.16666666666666669,2.45
31a2673d857b4ae705288436804dd94343b7f7d9bfdd1298,How does the slime get into Dana's apartment?,"[""The slime gets into Dana's apartment from the bathtub.""]",The slime gets into Dana's apartment through a painting. (Line 30),0.0,0.6666666666666665,2.475
7e1df407b7018ef82e2ade488c601066798bbe67a39a6da4,What does Elder Childers argue?,['That a mule bone is very powerful and can be a weapon.'],"Elder Childers argues about the need for a new church. (Span: ""Elder Childers"")",0.0,0.0,2.449
7efd1cc4cce3770765ac6c7304b68cfe28c83aec18c01577,Why do the bosses of Wilma's gang believe that Anthony Rogers will be useful to them in the current conflict?,['Anthony Rogers has previous wartime and combatant experience.'],Because Anthony Rogers is an inventor and they hope he can create a weapon to help them win the conflict. (Span: They hope he can create a weapon),0.0,0.1875,2.619
677af5490eddd9e1d2ecd66ab0d1e038d1f7e7c5e985accf,What does Reiko see in the photograph that her ex-husband takes of her after she has seen the tape?,['Her face is blurry'],"Reiko sees a ghostly image of Sadako in the photograph. (Span: ""Ring feature film (c) 1998 Ring/Rasen Committee"")",0.0,0.0,2.689
8a46cc12564386606f3162cd88cae3ec0f868009efce1d33,How many ethical arguments does Socrates propose?,['Two'],Socrates proposes three ethical arguments in the text. [Citation: Entire context],0.0,0.0,2.497
af8f267654c2ca703d2044593d63c658c8716e66306dd65a,Why was Mortimer Trefinnis once estranged from his siblings?,['because of the division of proceeds from selling the family business.'],The context does not provide information on why Mortimer Trefinnis was once estranged from his siblings.,0.0,0.08333333333333334,2.506
b92c3f3f94368153267f267845b8140ccac30015795b574d,What year is it when Anthony Rogers finally disembarks from the coal mine?,['2419.'],"It is the year 2419 A.D. when Anthony Rogers disembarks from the coal mine. [Span: not explicitly provided in the context, but implied by the title of the book]",0.0,0.07999999999999999,2.677
949abce7e7abc634fc08ff28f996a235ddd6041358bee155,Why did Bill run to Texas?,['he murdered someone'],"The text provided does not explicitly state why Bill ran to Texas. However, it can be inferred that he might have gone there due to the circumstances of his and Abby's relationship, as they were forced to separate after their illegal marriage was discovered. Additionally, Bill mentions a job opportunity in Texas when he leaves Abby at the train station.",0.0,0.03333333333333333,4.782
e39f9c371b47fb74a202d1f30bc46e806791d0ee81b1b2d4,Who does Socrates compare going against the law to?,['Your parents'],Socrates compares going against the law to disobeying an oracle (line 48).,0.0,0.0,2.49
60cacef36b194be88d2a8a4fa816324ffcb672f336197584,What relation to Ruth Anvoy is Lady Coxon?,"[""Lady Coxon is Ruth's aunt.""]",Lady Coxon is the mother of Ruth Anvoy (context does not provide a direct relationship).,0.0,0.42105263157894735,2.457
d22828536f4d6bee11bd1f15f636bddd18fa8f246ef1be6c,What is Reiko's job?,['Reiko is a reporter.'],Reiko's job is not explicitly stated in the provided context.,0.0,0.30769230769230765,2.491
585ce1f974c0a35526da31a0cdc1541728ffc2df6a73b4f3,Why does Socrates ultimately decide it is unjust to escape?,['Because it violates his belief in the  laws of society.'],"Socrates decides it is unjust to escape because he believes that he should obey the laws of Athens, even if they have condemned him unjustly (Crito 49b-50a).",0.0,0.2222222222222222,2.736
880269c856197f51942d2649c32e0c37955409d7fdb3f369,How is Drexl killed?,['he is shot'],The context does not provide information on how Drexl is killed.,0.0,0.15384615384615383,2.438
0cb4ddf1bedade882d28e7940531bbac3ec45efb1f668635,What did Anvoy do with the letter once she received it?,['She declined to read it.'],"Anvoy burned the letter after receiving it. [Span: Chapter 1, Line 20]",0.0,0.12500000000000003,2.502
562b8f8423dfb1c0fe308445710a9018f3d4e7508ef87e52,What was the description of the teens faces when they died?,['Twisted in fear'],The context does not provide a description of the teens' faces when they die.,0.0,0.0,2.427
ea7825ba7cc9beff14746f8a82ec525b3b9d536b467cdaba,Why does Soames get upset with Beerbohm?,['Beerbohm wrote a fictional story about Soames.'],The context does not provide information on why Soames gets upset with Beerbohm.,0.0,0.2222222222222222,2.406
b8c1df9064532860efef843054433b6588ec8c89071c027f,How many days do viewers of the tape have to live after they watch it?,['Seven days'],"Viewers of the tape in ""The Ring"" have seven days to live after watching it. (Span: ""seven days to live"")",0.0,0.19999999999999998,2.536
08eb5808e99ec50b74a3b2779c65c533fec812a1e70f5ed3,Who does not see death in the end?,['all but Jof and the Juggler'],"Jons, as he is sleeping and not aware of any impending death.",0.0,0.11764705882352941,2.503
13bff0d53a16f0e4ea96e342a517d30aab0357d624ee1ceb,"When Mary was younger, how did her mother fill her free time?",['she was obsessed with novels.'],"Her mother filled her free time with household duties. [Context: ""Their mother, who had been a lady's maid, employed in the family of a nobleman, and had married a valet de chambre, was obliged to work hard for their subsistence, and to perform all the drudgery of the house.""]",0.0,0.0816326530612245,3.053
478201dd5ae2b46b44caacaa387140a11bf5437332820d41,What attratcs men to Anderson?,['HER BEAUTY'],"Anderson attracts men due to her beauty (Mentioned in Chapter 1, Line 20).",0.0,0.2666666666666667,2.48
b91ede2d2d08ea6f5f3b894c932b70e141665dd59d334dc8,Why was Falder worried about Ruth?,['Her husband abused her'],"Falder was worried about Ruth because she had been arrested (Span: Arrested, Line 20).",0.0,0.0,2.451
fd7551a90b78405f6b71079bb8565a2c9f60db1b7e4179c8,How did Bill die?,['He is killed by police.'],"Bill died by jumping off a bridge, as per the last scene of the play.",0.0,0.11764705882352941,4.093
627d4b1bf8c78ab08d4da01abc81be9e724d1e8bcb2d2e6b,Why are Holmes and Dr. Watson in Cornwall?,"[""For Holmes' health.""]","They are in Cornwall due to a case, as mentioned in ""The Adventure of the Devil's Foot."" [Span: The Adventure of the Devil's Foot]",0.0,0.0,2.668
414ea192da69d6665e5ad41f59b34c6e1a8b5a59fa0703e5,What ghost emerged from a painting at Dana's workplace?,['Vigo'],"A golem emerged from a painting at Dana's workplace. [Span: ""A golem emerges from a painting at Dana's workplace.""]",0.0,0.0,2.574
507378fadb4447d3f857ab09512a7bf0cae2c34083e449c6,How is Mary initially educated?,['Nature and books'],Mary is not explicitly described as being initially educated in the provided context.,0.0,0.0,2.377
73705494f8a477420b27dee08ab2c02f30cad6025cd3e388,Where does the slime attack Dana and Oscar?,['museum'],The slime attacks Dana and Oscar at the museum (Context: Scene 60).,0.0,0.18181818181818182,2.466
a8a172aa00eb9de7d74042b9cd27d07cf537b2056b93cf62,Who made the original cursed videotape?,['Sadako Yamamura made the tape psionically.'],The original cursed videotape was based upon a novel by Suzuki Kouji.,0.0,0.0,2.542
0efa676797a76ec31f8888ffea26cffe75b602ee3a38b7a2,Where does this story take place?,['In Socrates Cell?'],This story takes place unspecified in the context provided.,0.0,0.18181818181818182,2.351
887b45fe14ce901239d9ec0eee625ec5f02c410b1eb426b4,How did Shizuko Yamamura die?,['She committed suicide.'],"Shizuko Yamamura died in a car accident, as revealed in the manuscript. [Span: ""Shizuko Yamamura died""]",0.0,0.0,2.628
62fc0808be185047c6e6ec24c916c59def5d1acd30a95861,Why did Bennett Landsmann need to defend Seth Lazurus in court?,"[""because he's a lawyer""]","Bennett Landsmann needed to defend Seth Lazurus in court because Lazurus was accused of murder (Span: Chapter 1, Line 20).",0.0,0.08333333333333334,2.628
41d2d4a499eabd3034b061845ae3c279f5befd0fce60f757,Which remarkable habit did Enoch Soames demonstrate with regard to choice of clothing?,['always wore a grey waterproof cape and a soft black hat'],Enoch Soames had a remarkable habit of wearing the same clothes for years. (Citation: No citation needed as the information is directly stated in the context.),0.0,0.0,2.592
a5e44b1e2b98f80aabab5f1b8296d0fe66d53b31c1f3e332,Who did Baron Conrad kill?,['Baron Frederick'],"According to the context, it's not explicitly stated who Baron Conrad killed in the book ""Otto of the Silver Hand"" by Howard Pyle.",0.0,0.08695652173913042,2.574
cf6cd2d8526658bac5ee4a39bc0237021c54eec652d27d1b,How is Mary initially educated?,['She educates herself using books and the natural world.'],Mary is not explicitly described as being initially educated in the provided context.,0.0,0.0,2.387
923329f49e6ae0c9f11914e9b90d01a64bc74f6c0dd663bd,What religion supported Dave during Jim's trial?,"[""The Baptist's supported Dave. ""]",The context does not provide information about the religion that supported Dave during Jim's trial.,0.0,0.3333333333333333,2.453
ba016e084e6954d21521889759d81e159d1977cbf2b3354a,Who does Vane write about in her letter?,['Louis Leverett'],"Vane writes about Mr. Longstreet in her letter. [Chapter I, Line 10]",0.0,0.0,2.474
787d7fce3ea3a5afc996204942227e91ad057b882c3d3633,What are some important themes mentioned in this story?,"['Be responsible,keep your word and be wise and peaceful.']","The story ""Otto of the Silver Hand"" by Howard Pyle features themes such as loyalty, redemption, and the struggle between good and evil. [Span: not directly provided]",0.0,0.11764705882352941,2.681
040a455faa539cf124460b1b37165be70269fc8b8a9a0c60,What happens to Tomoko?,['Tomoko reveals that they watched a video tape with several friends a week ago and received a strange call after watching it. Tomoko is killed while Masami watches.'],The context does not provide information about what happens to Tomoko.,0.0,0.05714285714285714,2.387
19ec182d75e69f6f85cc7a4fa8f9ca22b124800bc8736b1d,What was the description of the teens faces when they died?,['Their faces twisted in fear.'],The context does not provide a description of the teens' faces when they die.,0.0,0.12500000000000003,2.402
86d2cd2994feadad471854df8ce765545fe6bab1cee02259,Who was the final raid in the story on?,['The Sinsings'],The final raid in the story was on New York City (Chapter 10).,0.0,0.0,2.459
b03244c8cc2681df1008d27c974d81415336396dff81f06d,Who leaves Chicago with him?,['His girlfriend Abby and her sister Linda.'],Abby leaves Chicago with the anonymous young man.,0.0,0.14285714285714285,3.918
973ac7fc4eb400348ec30dae56ba4d177d0ade45a3529d3e,What do the Ghostbusters do to stop an argument between Ray and Winston?,['Take their clothes off'],They discuss their issues and reconcile. (Span: Not directly provided in context),0.0,0.125,2.478
3ab2add236bd7cba3c5f398e53ab0b6581fa82dae827c871,What does Frank Saltram do for work?,['He does not work.'],Frank Saltram is a clergyman [Context: He is the vicar of St. Oswald's].,0.0,0.125,2.609
9420daeb72715dee209b0b33539597d033d14ca5fa6b2365,Who did Ruth Honeywill plan to escape with?,['Falder'],Ruth Honeywill planned to escape with Captain Lennox (Context: no specific span provided).,0.0,0.0,2.526
e726a44d5d159de71612e7733d453f36d881d6f19f484fe4,What Medical school does Laura attend?,['Laura attends Harvard Medical school.'],The context does not provide information about which medical school Laura attends.,0.0,0.5000000000000001,2.399
1e06ea4077ecabcd5cc72281c2a3e843f0c17dccd8af3183,What gift did the mayor give to the Ghostbusters?,['key to the city'],The mayor gave the Ghostbusters a new proton pack and trap (Line 30).,0.0,0.0,2.483
cffc706d1ed5ecaa2b18b058e30ec11b1f8fc8a42f455048,Who does the Witch create?,['Hermaphroditus.'],The text does not provide information on what the Witch creates.,0.0,0.0,2.321
